,0,1,2,3,4,5,6,7,8,9,eclass,pclass
0,-1.123221942465472,-0.7816009556988773,0.7949916137894761,-1.3442550389554657,-0.8180508053002794,-0.10432987141246573,0.6269526065819983,0.9139656707614959,0.29175808300798434,0.9470777456925341,0,1
1,-1.4175349229136889,0.1255065331169533,1.0804589127196749,-1.4965827881999332,-0.5649832320100173,-0.008002247755817217,0.14696091745155707,0.25862960778911853,-0.6609814718274414,-0.3309776514870093,1,0
2,-1.5555345047104188,-0.08649630340572391,0.8645742274610778,-1.689597224225229,0.011594112610791742,-0.2998083136316391,0.5092320310018683,0.04588853179122046,-0.4245332345325955,-0.261634750076654,1,0
3,-1.2228938870739152,-0.47216400066772374,0.6279695626202739,-1.5134942482143783,-0.9981291781416166,-0.39268675049857643,-0.3269389613874696,0.5983504350251145,0.8372654671178719,0.724530889484802,0,1
4,-0.7357674086476816,-0.9661437878812494,1.705879849222462,1.3923052811918095,-0.4174673279537856,0.44421558038842335,-0.25183151808618,0.2800907167333102,-0.4618729861855885,-0.6912259921107385,1,0
5,-1.4387406562579272,0.3304297500088674,0.7183760502139859,-1.5926048188954065,-0.5237988205030126,-0.17554711618949753,-0.912453593674243,0.39764943853549345,-0.11658716098582692,0.7318673086461105,1,0
6,-1.4409572263635972,0.007383893817756746,0.9163557748672818,-1.7502296752964572,0.0010481813653533008,-0.29986127524391354,0.41748365836910556,-0.2536118766182135,-0.43585428293136974,1.0123711563291966,1,0
7,-1.5742926606670977,0.08088333739432399,0.6833435515828503,-1.754737166935023,-0.03548071500379488,-0.5873598065519501,-0.47000753231829573,0.2902280571053512,0.09551438204780816,-0.4753042528821302,1,0
8,-0.9548490665598764,-0.430619720409276,0.5436178120117385,-1.3239557987256356,-1.0437921438722066,-0.4092873928711944,-0.1939814399646209,0.3075833983385856,0.831832198739869,0.4342831915253739,0,1
9,-1.385997499974666,0.13169238422935473,0.9440875537579256,-1.755186903012527,-0.05907969207901869,-0.4267871986239221,0.3363628503192202,-0.0010852537862879317,-0.46295419075860256,1.0647536989825879,1,0
10,-1.3366916038021759,0.41697422791841543,0.769628286876897,-1.6684443364850279,-0.4998936839020522,-0.11111700788033305,-0.7944536508347626,0.2897750194734492,-0.07658767384523699,-0.5577340723574861,1,0
11,-1.4697888624838502,0.27222642250255247,0.5589327892567386,-1.7340556539319598,-0.6140406377497447,-0.2255881547180184,-0.8256240955294255,0.49486232252384854,-0.05838761520027083,0.7848936459606243,1,0
12,-1.5140737800251851,0.0837527059902447,1.1606747249096683,-1.5932782552279499,0.03647654881504921,-0.47118765182015354,0.2883495460843227,-0.02780626326226471,-0.5934844482492957,-0.33593712191526587,1,0
