,1,2,3,4,5,6,7,8,9,10,NonPrivate,Private
0,-0.2542876079926682,0.10818426050683852,0.06767300596400017,-0.10435366636486906,0.09470659689547517,0.05665319679900247,-0.054673513651812077,0.06906539544336143,0.07502557895304783,-0.030062846138745453,0,1
1,-0.46712183179567407,-0.37943815003784837,-0.02657884548365538,0.6818034930158986,0.05360058942097703,-0.1694592816709259,0.12132696323493805,0.024919600785980444,0.011494764799054837,-0.07199679473836355,0,1
2,-0.18759522120921832,-0.2306002932772027,0.1264679399680836,0.044087624145774586,-0.07453571560802019,-0.1302428671787272,-0.015793203027408147,-0.07313699661470226,0.02680979388490415,0.0022701409883322567,0,1
3,0.6204202774401275,-0.12939856668983007,0.08427660603602523,-0.19335199489324525,0.17872902004446137,-0.15953457925415288,0.11064469933227429,-0.039857074064678165,-0.1304057786986082,-0.04904455290626589,0,1
4,-0.4192019084978274,0.030048247316256164,-0.12877906384363813,-0.12941538934801658,0.36499286610907816,-0.25885295925606344,0.013058231876765587,-0.06165182480010361,-0.048460504421758206,-0.012099761026696165,0,1
5,-0.026095231420575096,-0.14116872479875694,0.11143818315380306,-0.0066702280378522745,0.23677169348726415,-0.06369284712327182,-0.2188256507900085,-0.1643521869850005,-0.0039453102333850965,0.027943913700262408,0,1
6,0.12718472003813283,-0.15834578134920463,-0.3567291775957124,-0.12158802240290095,0.0086354756527301,-0.03483977511142003,0.038107261994838375,0.05388995176187181,0.010409820219205126,-0.049563843790895235,0,1
7,0.4173641666037948,-0.09388419063752078,-0.0810004373724469,-0.1893767860353164,-0.07148088602412549,0.00837761390250525,0.0295190192346441,-0.05131547128240667,0.02523886757190295,0.013977159939878006,0,1
8,0.2348945557563661,-0.20271906168514534,-0.06391773821703747,-0.015218710277486398,0.0332623650699752,0.08579317294806507,-0.15876980379642594,-0.12252684385522244,0.018389905716900055,-0.026804022603219964,0,1
9,-0.4802179963069379,-0.27455067362016106,0.24525435987726513,0.26643028339781094,0.09782423035706699,-0.14537096193412316,-0.11970840766521411,0.012742553439007214,0.04449597297864513,-0.020394124074872497,0,1
10,0.4353552757083744,-0.18122803809040552,-0.06306622079013932,0.016017657047434183,0.038162612155117646,-0.01235079698168731,0.004562319804791151,-0.11075923783728864,0.05592559601187572,0.01185193270285274,0,1
11,0.4919840847003351,-0.22743662717961205,0.0882281972586289,-0.035823738230275695,-0.0906427801599637,-0.06654316628365514,-0.0675217778265081,-0.12001030436801848,0.045953114102812984,0.06805923705283463,0,1
